school,sex,age,address,famsize,Pstatus,Medu,Fedu,Mjob,Fjob,reason,guardian,traveltime,studytime,failures,schoolsup,famsup,paid,activities,nursery,higher,internet,romantic,famrel,freetime,goout,Dalc,Walc,health,absences,G1,G2,G3
GP,M,21,U,GT3,T,3,0,health,teacher,other,mother,1,3,2,yes,yes,no,yes,no,yes,yes,no,5,3,3,1,2,4,23,9.969089126816108,11.21644404360602,13.679629751285646
MS,M,18,U,GT3,A,1,1,at_home,health,home,father,1,1,0,no,yes,yes,no,yes,no,no,yes,3,5,4,5,3,4,1,7.6871923916653335,13.85276971410405,14.414317907681403
MS,M,15,U,LE3,A,0,0,teacher,teacher,home,other,1,1,3,no,yes,no,no,no,yes,no,no,3,2,1,3,4,2,26,10.610861219924844,13.457503273236576,11.790773751967166
MS,M,22,U,GT3,A,2,3,other,health,course,father,2,1,2,yes,no,no,no,no,no,no,yes,5,1,4,3,3,1,18,15.708705371779619,9.602664226318089,14.730671622589771
GP,M,17,R,GT3,A,2,2,teacher,health,course,father,1,3,3,no,no,yes,yes,no,yes,yes,yes,4,3,1,2,1,3,25,12.334296998172935,15.464599641242305,15.932425685606095
GP,F,19,U,LE3,A,3,1,at_home,health,reputation,other,2,2,1,yes,yes,no,yes,no,no,no,no,1,1,3,3,1,4,28,11.459426431008298,12.384525572012038,13.743968004712904
MS,M,17,R,GT3,A,3,3,health,services,home,other,1,3,1,yes,no,yes,yes,no,no,yes,no,1,3,5,1,5,1,4,17.096064461350775,14.923827334266512,19.210090930849123
MS,F,17,U,LE3,A,2,3,services,teacher,course,other,3,2,2,no,no,yes,yes,no,no,no,no,4,2,1,5,3,3,10,10.756361657136638,8.097199707707823,11.055119648737918
GP,M,20,U,LE3,T,3,3,health,at_home,other,father,4,3,1,yes,yes,no,no,yes,yes,no,yes,5,1,1,4,4,2,22,9.57504138420743,12.32926020382671,12.921333781379337
MS,F,15,R,LE3,T,1,1,other,health,other,mother,1,3,0,yes,no,yes,no,yes,no,no,yes,2,4,1,5,5,5,18,13.212268842650742,10.61821958901983,14.948762678306503
MS,M,20,U,LE3,T,4,1,services,teacher,home,father,2,3,2,yes,yes,yes,no,yes,no,yes,yes,3,2,3,1,4,4,27,13.25869594796491,9.445645260449384,13.298634832088162
MS,F,15,R,GT3,T,4,4,health,other,other,father,2,2,2,no,yes,no,no,yes,yes,no,yes,2,1,4,2,5,4,6,10.239633577586766,16.228494293955286,15.087931027221929
GP,M,21,R,GT3,A,1,4,services,health,reputation,mother,4,3,2,yes,no,no,yes,no,yes,yes,no,3,3,3,1,3,3,20,9.60700389285767,12.585889967870557,14.107408116225269
GP,F,21,U,GT3,T,4,0,teacher,health,course,other,1,1,1,yes,no,no,no,yes,yes,no,no,2,3,1,3,1,5,25,16.341210905204143,7.569093415275943,11.761690690608885
GP,M,22,R,LE3,T,0,1,at_home,at_home,course,father,3,3,1,yes,yes,no,yes,no,yes,no,yes,5,2,1,2,4,1,21,10.701042273560413,10.508078339325856,12.181916736028251
MS,F,15,R,GT3,T,1,1,health,services,course,mother,1,1,2,no,yes,yes,yes,no,no,no,yes,5,2,5,4,3,2,5,7.644379149380492,14.817155773222684,11.833781769212889
MS,M,16,U,GT3,T,3,1,other,services,home,other,1,4,3,yes,yes,no,no,yes,yes,no,yes,4,3,3,4,4,1,10,12.578609029494395,9.44136537037743,12.5629403807673
MS,F,18,R,LE3,A,1,4,teacher,health,other,other,4,4,1,no,no,no,yes,yes,yes,yes,no,2,1,3,1,3,3,26,14.683774447707691,9.135043939609304,14.101499611643357
GP,F,22,U,LE3,A,2,3,health,teacher,reputation,father,1,2,1,yes,yes,yes,yes,no,yes,no,no,2,4,2,3,5,4,13,11.428174392722338,11.558866318680323,14.072485948785593
MS,M,22,U,GT3,A,3,2,teacher,other,home,other,3,2,2,no,yes,yes,no,yes,yes,yes,yes,4,5,4,4,3,4,27,13.61138162621191,13.407923377259683,14.826340083207791
MS,M,16,U,LE3,T,2,4,other,other,course,other,2,4,3,no,yes,yes,yes,yes,yes,no,no,4,2,2,5,5,1,3,8.857992316990263,9.815183021943476,11.909427434170466
MS,F,18,U,LE3,A,3,1,health,teacher,reputation,mother,4,3,2,no,yes,yes,yes,no,yes,no,yes,5,3,2,2,1,2,27,13.884778403662231,13.172164127769303,15.141681590759985
MS,M,20,R,LE3,T,4,4,other,health,course,mother,3,3,1,yes,no,no,no,no,yes,no,yes,5,1,4,5,5,3,7,9.134353588511177,12.104586528334366,13.55829481556411
GP,F,18,U,LE3,A,1,0,services,other,course,other,2,3,2,yes,no,no,yes,no,no,yes,no,2,2,5,4,2,2,8,12.915519549386834,12.469307602077931,15.785788786300248
GP,F,20,U,GT3,A,0,1,other,services,home,mother,4,4,2,yes,yes,yes,yes,no,no,no,no,5,1,5,4,1,3,1,14.303008466293102,4.7857686104105746,13.286874550561755
MS,F,21,R,LE3,A,3,0,services,teacher,course,other,4,1,2,no,no,yes,no,no,no,yes,no,5,2,4,1,3,2,24,12.296111905246013,12.04774488915201,11.749215528813226
GP,M,17,U,LE3,A,3,1,health,at_home,reputation,father,2,2,3,yes,no,yes,yes,no,no,yes,no,2,3,4,1,3,1,10,8.293656503631441,11.247928031410321,12.797468946951012
GP,F,21,U,LE3,A,2,4,services,health,course,mother,2,1,2,yes,no,yes,no,yes,no,no,yes,4,1,3,2,2,5,27,8.423765206272549,13.171046246687855,10.554690404369937
MS,F,21,R,LE3,T,4,3,health,teacher,other,other,3,4,1,no,yes,no,yes,yes,yes,yes,no,2,3,3,1,3,3,19,16.7793631695301,10.03858992061883,17.706388771513048
MS,M,17,R,LE3,A,2,2,health,other,course,other,1,1,2,yes,no,yes,yes,yes,yes,no,no,1,1,3,3,1,1,21,9.695575819520435,10.88716349443614,9.26638751530665
GP,M,18,R,LE3,T,2,0,at_home,health,home,mother,1,3,3,yes,no,no,no,no,yes,yes,no,2,2,3,2,1,4,29,14.295371921831117,13.599310830104246,15.670273590806026
MS,M,22,R,LE3,T,4,4,health,services,reputation,mother,1,3,0,no,yes,yes,no,no,yes,yes,no,1,5,1,3,5,4,6,12.35512765599716,16.33715433642698,18.115688832914916
GP,M,18,R,LE3,T,0,3,services,health,home,father,1,1,3,no,yes,no,yes,yes,no,yes,yes,2,5,1,1,4,2,3,8.98787741693932,8.026280776389353,10.794459045935207
MS,F,20,R,GT3,T,2,4,at_home,health,other,other,1,4,2,yes,no,no,no,yes,no,yes,yes,1,4,5,2,3,4,23,10.401727381616341,13.53944161169847,15.152507499874798
GP,F,16,R,LE3,T,2,0,at_home,services,course,father,3,1,0,no,no,no,yes,yes,yes,no,no,1,4,1,4,2,5,28,17.099499041291356,15.65979892660945,17.46943472981297
MS,F,20,U,GT3,A,3,2,health,services,home,father,4,3,2,yes,yes,no,no,no,yes,yes,no,2,3,1,5,1,3,13,20.0,14.084114911401137,20.0
GP,F,16,R,LE3,A,4,4,other,health,home,father,3,3,3,yes,yes,yes,yes,yes,no,no,yes,5,1,3,4,1,2,25,11.048063001342008,15.457611030990979,12.88895210448659
GP,M,21,R,LE3,A,1,1,other,services,home,mother,3,4,0,yes,yes,no,yes,yes,no,yes,yes,3,4,3,3,1,3,23,10.840865278688407,10.369434741164753,11.633845414381636
GP,F,17,R,LE3,A,0,3,at_home,teacher,home,father,3,1,0,yes,yes,yes,yes,yes,no,no,no,5,2,4,4,4,3,0,7.085112257392822,15.71031566850662,12.666245792521037
MS,F,21,U,LE3,T,0,4,health,services,other,mother,4,3,2,yes,no,no,yes,no,yes,no,yes,1,5,3,4,4,1,23,7.050253823916739,9.826613495272879,8.794348021036257
GP,M,15,U,GT3,A,4,3,other,services,other,mother,3,3,2,no,yes,no,yes,yes,yes,yes,yes,2,1,4,5,3,4,25,9.42824429864718,12.165384616092167,14.71215767653186
GP,F,18,R,LE3,A,3,1,health,health,course,father,3,1,3,no,no,yes,no,yes,no,yes,yes,2,5,4,5,2,3,29,10.664989552386796,10.492827756839825,10.629734870342759
MS,F,16,R,LE3,T,3,2,health,teacher,course,father,4,1,2,yes,no,yes,no,no,no,no,yes,2,1,1,4,4,5,11,11.923674553563353,10.61341445021113,15.369460641122153
MS,F,20,R,GT3,T,4,2,at_home,at_home,reputation,other,3,2,0,no,no,no,yes,no,yes,yes,no,2,4,3,5,5,5,18,14.070401330167318,6.835938098417866,12.719765533289712
GP,F,17,U,GT3,A,3,1,at_home,at_home,other,father,1,4,1,no,yes,no,yes,no,yes,yes,yes,3,4,1,4,4,4,4,12.662628678259578,6.08455449680418,13.933579905423748
GP,F,16,U,LE3,A,0,3,teacher,other,home,other,2,4,1,yes,yes,yes,no,no,yes,yes,yes,4,3,3,2,1,4,29,14.120125410606926,15.530350146522965,17.32100977517565
MS,F,20,R,GT3,T,0,4,other,services,home,father,3,1,3,no,no,no,no,no,yes,yes,no,1,1,1,4,2,2,25,10.158153421799275,6.6029974793657775,8.289556133339474
MS,M,18,U,GT3,A,1,1,other,services,reputation,father,2,4,2,no,no,yes,no,yes,no,yes,no,3,2,1,1,3,2,7,11.78762272444584,12.751327780547859,15.996764135342314
MS,M,21,R,GT3,A,4,0,other,teacher,home,father,3,3,3,yes,no,yes,no,yes,no,yes,no,5,4,1,5,4,2,10,10.90770026952089,8.102893091203315,10.50244611940617
MS,F,18,U,LE3,A,2,3,services,at_home,reputation,father,3,1,1,yes,no,yes,no,no,no,yes,yes,4,3,5,5,1,4,21,8.199837893605277,9.45433722295616,9.137976842213718
MS,F,19,U,LE3,A,2,2,health,other,course,other,1,1,1,yes,no,no,yes,no,yes,yes,no,4,4,1,3,5,3,3,6.077964134862054,14.052907752415402,11.08362148977237
GP,M,15,R,LE3,T,1,1,at_home,teacher,other,other,4,1,2,yes,yes,no,yes,no,yes,yes,yes,2,5,2,3,5,1,14,9.992571747998,12.486101980836443,12.964576714913491
MS,F,19,R,GT3,T,1,2,other,services,reputation,father,2,2,0,yes,yes,yes,no,no,yes,no,no,3,4,2,1,3,2,19,4.557076298095195,11.618578755641662,7.524483919463103
GP,F,17,R,LE3,T,3,3,teacher,at_home,home,father,4,4,2,yes,yes,yes,no,yes,no,yes,yes,5,1,2,5,3,1,11,8.601369396457766,15.433962657744637,16.229338090956546
GP,F,16,R,GT3,A,1,2,other,other,reputation,other,1,2,1,yes,no,yes,no,yes,no,yes,no,2,3,4,5,4,5,19,13.635508383666732,11.130976634715307,14.939265012777296
GP,M,17,U,LE3,A,1,1,health,health,course,mother,1,3,0,no,no,yes,no,no,no,yes,no,2,1,1,3,3,4,21,12.54048643969945,15.689932381393358,17.2746194074035
MS,F,21,U,LE3,A,2,3,health,at_home,home,mother,2,4,3,yes,yes,no,no,no,yes,yes,yes,1,2,2,3,1,5,22,12.064212136202425,8.79166804081333,12.681284454913586
GP,M,20,U,GT3,A,3,0,at_home,other,course,mother,4,2,1,no,yes,yes,no,no,yes,yes,no,4,2,4,4,1,2,28,15.541578873695165,8.430628061952707,11.262631748803518
GP,F,18,R,LE3,A,1,1,services,teacher,course,other,1,1,3,no,no,no,no,no,no,no,no,5,4,2,5,1,3,20,9.814577952345745,11.585495561160302,10.852313195222054
MS,M,19,U,GT3,T,1,4,at_home,health,reputation,other,3,2,0,yes,yes,yes,no,yes,yes,no,no,4,3,3,5,4,2,9,14.045861643929467,12.009827721308945,15.892028635547824
GP,M,22,R,GT3,A,3,1,other,other,course,mother,3,1,3,no,yes,no,no,no,no,yes,no,3,3,5,4,4,1,29,9.578659975313775,9.424835657380381,11.116799498489279
GP,F,19,U,LE3,A,4,3,teacher,other,home,mother,3,2,1,no,yes,no,yes,no,no,no,no,1,3,1,5,3,2,23,12.832359772967761,11.17168365619273,12.910386758713745
MS,M,21,R,GT3,T,3,1,at_home,services,course,father,4,2,2,no,no,no,no,yes,no,yes,yes,2,3,5,1,4,3,15,12.460645662780514,16.09429426456679,14.961802970752757
GP,F,19,R,LE3,A,2,0,services,at_home,course,other,3,2,3,yes,no,no,no,no,no,yes,yes,1,4,5,3,1,3,22,12.622558913148364,10.8168251191856,12.04779370572647
GP,M,21,U,LE3,T,4,0,at_home,services,reputation,other,3,1,1,no,yes,no,yes,yes,yes,no,no,2,1,3,3,2,4,7,10.839886376173668,6.190892175206752,9.127063862171674
GP,F,22,R,GT3,T,0,4,health,health,course,mother,1,2,1,no,no,yes,yes,no,yes,no,no,1,4,3,3,1,4,19,12.95796565821881,6.770005793800295,11.13481596284507
MS,F,17,R,LE3,T,3,2,other,other,other,mother,1,4,0,yes,yes,yes,yes,no,yes,no,yes,2,1,3,2,2,3,7,13.192517835272932,18.25987684602432,18.748960642101846
MS,M,18,U,GT3,T,2,3,other,services,reputation,other,3,4,1,no,yes,no,no,yes,yes,no,yes,4,5,4,1,3,3,28,7.7080424588362835,16.35172710245798,13.093274127179528
MS,F,16,R,LE3,T,4,3,other,at_home,reputation,father,3,4,2,no,no,yes,no,no,yes,no,no,4,5,2,1,5,1,5,14.545488206700183,10.69199408932515,14.445320205733749
GP,F,20,R,LE3,A,3,2,other,health,home,mother,1,1,2,no,no,yes,no,yes,yes,yes,yes,4,1,1,4,4,2,2,8.29225087429019,14.431781397737899,12.688412036347867
GP,M,16,R,LE3,T,1,0,other,teacher,home,other,2,1,3,no,no,yes,no,yes,no,yes,no,4,4,3,2,4,4,28,9.367946988572186,12.781255820313287,11.668716817941966
MS,F,17,U,LE3,T,3,0,other,services,home,other,4,4,3,no,yes,yes,yes,yes,yes,yes,no,1,2,1,5,1,1,7,12.725907504166214,15.811516143103187,17.95312270483691
GP,F,20,U,LE3,A,0,1,teacher,health,home,father,4,4,3,yes,yes,yes,no,no,yes,no,no,2,4,1,1,1,2,28,13.793740522196815,8.786333140513346,11.005196770880062
GP,M,19,R,GT3,A,3,4,services,teacher,other,father,1,4,3,no,yes,yes,no,no,yes,yes,no,4,2,1,2,2,4,22,12.66009301220818,8.871092899968701,13.839307982627368
MS,M,22,U,GT3,T,4,4,other,services,reputation,mother,4,3,2,yes,no,yes,yes,yes,no,no,yes,1,4,3,2,4,1,9,12.97668122132797,15.95810632746888,17.414163320405358
MS,F,22,R,GT3,A,4,4,services,health,course,mother,1,4,0,no,yes,no,no,no,yes,yes,yes,2,3,3,1,3,5,4,8.589937150661537,7.520271039748476,10.424331313179287
GP,F,15,R,GT3,A,3,1,other,health,home,mother,1,2,3,yes,yes,yes,no,no,no,no,yes,1,3,2,4,1,5,10,10.428975935833455,12.209408387510184,15.49487405889711
GP,M,17,R,GT3,T,4,4,at_home,services,home,other,1,3,0,yes,yes,yes,no,no,yes,no,no,4,5,3,2,4,4,3,5.84888365091787,11.865891552774645,13.059591915768872
GP,M,17,R,GT3,T,1,2,other,health,home,mother,1,3,1,yes,yes,yes,no,yes,yes,yes,yes,3,5,3,3,5,1,16,9.243644073366696,14.352784708507276,14.554343432230244
MS,F,18,R,LE3,A,3,1,health,other,course,other,2,1,1,no,no,no,yes,yes,yes,yes,no,1,1,1,2,2,2,25,7.975143072763808,12.419634671319034,9.376507170049912
MS,M,16,U,LE3,T,1,2,teacher,services,home,mother,3,2,3,no,no,no,yes,no,no,yes,no,4,2,2,5,1,2,2,12.039963058569795,11.603880940553282,15.609071049458075
MS,F,17,R,GT3,T,1,1,at_home,health,course,father,3,1,1,no,no,yes,yes,yes,no,yes,yes,5,3,5,1,1,1,17,19.068386888032208,10.858380815846846,16.565460096371293
MS,F,17,U,GT3,A,2,4,at_home,teacher,reputation,father,2,1,0,no,yes,no,yes,no,yes,no,no,2,4,3,5,3,5,7,14.280362427166324,9.015581719170642,13.396425496192267
GP,F,19,U,LE3,T,3,2,health,teacher,reputation,other,4,2,0,no,yes,no,no,no,yes,yes,no,4,1,3,4,1,1,29,5.265419200232238,11.501706710948694,9.16343748402126
MS,F,19,R,LE3,T,4,2,other,other,reputation,father,4,1,1,yes,yes,yes,no,no,yes,no,no,5,4,5,3,4,5,23,7.44708778564077,15.495298239195574,12.133033389554198
MS,F,20,R,LE3,T,1,2,teacher,services,other,other,3,2,3,yes,no,no,no,yes,no,yes,yes,1,3,1,1,4,5,11,8.103513545703557,11.142200565799573,12.005349260848426
MS,M,21,U,GT3,T,2,1,at_home,health,course,other,4,2,0,yes,no,yes,yes,yes,no,yes,no,1,3,2,2,4,2,20,6.734502360030059,16.218780537522708,12.480193957730673
MS,M,21,U,GT3,T,3,3,teacher,health,home,father,3,1,0,no,no,no,yes,no,yes,yes,yes,5,3,1,3,5,4,15,11.152566867650323,14.193012735200568,14.641062782744639
MS,M,15,U,GT3,A,3,4,at_home,teacher,home,other,3,4,2,no,no,yes,yes,yes,no,yes,no,5,3,4,2,5,3,13,12.686266740651543,13.429738189641796,15.955399441717745
GP,M,21,R,LE3,A,0,2,other,other,home,father,2,1,3,yes,no,no,no,no,no,yes,yes,2,4,3,4,1,1,20,8.121055943294436,11.514530315472069,9.426006993417474
GP,F,18,U,LE3,T,0,3,at_home,teacher,home,mother,4,3,2,no,yes,yes,no,yes,no,no,no,1,1,4,1,5,5,15,11.330867660104596,10.114772808113479,13.715774297282477
MS,F,15,R,GT3,A,1,4,at_home,teacher,other,mother,2,1,1,no,no,yes,yes,yes,no,yes,yes,5,3,3,4,5,1,26,12.660639555434408,17.04476512777489,15.212480836391276
GP,F,20,R,GT3,T,0,4,services,other,home,father,3,2,1,yes,no,no,yes,yes,yes,no,yes,3,5,4,4,3,4,3,14.096927455034301,14.38075235300743,17.384861021065305
MS,F,19,R,LE3,T,1,2,other,services,other,father,3,3,2,yes,no,yes,no,no,yes,yes,no,3,1,5,4,5,4,0,12.468316057446616,11.58185881122066,14.707532903403312
MS,M,21,U,LE3,T,4,2,health,health,course,father,3,2,3,no,yes,yes,no,no,no,no,no,5,5,3,4,2,3,0,12.991203333017355,17.09734505661224,17.459682749159775
GP,F,16,R,LE3,T,1,1,health,services,reputation,father,1,4,0,no,no,no,no,no,no,yes,no,2,4,3,2,2,3,28,11.887768055478412,13.887113951874511,13.743350942681335
GP,F,19,R,LE3,T,0,3,other,at_home,home,mother,1,4,1,yes,no,yes,yes,yes,no,yes,no,1,3,4,5,2,5,21,8.957405789459857,7.738508142545323,13.079055326108612
MS,M,22,R,GT3,A,4,3,health,at_home,reputation,other,1,3,3,no,no,yes,yes,no,yes,yes,yes,3,1,2,2,1,3,14,9.613461918915402,10.72043265572972,12.884841360085902
MS,M,18,R,LE3,A,0,2,other,at_home,course,other,2,4,3,yes,yes,no,yes,no,yes,no,no,5,3,4,3,4,5,19,8.031609743282424,14.181322120546636,13.526237749815772
MS,M,19,R,LE3,T,1,4,health,other,course,mother,3,4,1,yes,yes,yes,yes,no,no,no,yes,5,3,3,4,3,2,19,16.496076951984804,16.522702361420954,17.750671402848894
GP,M,18,U,LE3,A,2,2,services,teacher,home,other,4,1,1,yes,no,no,no,no,no,yes,no,4,1,3,3,1,5,2,7.592278257778885,19.083903068363572,16.613234755963724
MS,F,18,R,GT3,T,3,4,health,services,course,mother,2,1,3,no,no,yes,no,yes,no,yes,yes,5,3,2,2,4,3,13,14.856263312454823,12.076703456383774,15.918016805572625
MS,F,18,R,GT3,A,0,4,at_home,health,reputation,other,2,4,0,yes,no,no,no,yes,no,yes,yes,2,3,1,4,3,1,8,7.62151531192096,13.84873142909563,12.005219509344899
MS,M,20,U,LE3,T,1,2,other,at_home,home,father,2,4,2,yes,no,no,yes,no,yes,no,yes,3,2,2,2,3,3,18,14.302317381003567,10.165258288960214,14.663953156989088
GP,F,18,R,LE3,A,4,0,teacher,services,other,father,4,1,1,no,yes,yes,no,yes,yes,yes,no,4,2,1,4,3,4,7,14.91638439570028,9.337803873327566,14.22249857576488
MS,F,18,U,LE3,T,0,3,teacher,at_home,home,father,3,4,2,yes,no,no,no,yes,yes,no,no,3,1,3,2,2,3,1,15.45595669754237,6.942529091362178,15.529913013802975
MS,F,22,R,GT3,T,0,4,other,at_home,reputation,mother,1,4,3,no,yes,yes,no,yes,yes,yes,yes,3,1,5,1,2,2,3,8.875600665175106,13.169995162421568,15.721899377820225
GP,M,16,U,GT3,A,3,4,services,health,home,mother,3,2,2,no,no,yes,no,yes,yes,no,yes,2,3,5,5,2,5,0,12.492836293002854,15.79352484368144,17.047660418138744
MS,F,15,U,GT3,A,1,0,health,other,home,other,3,4,0,no,yes,no,no,yes,yes,no,yes,5,5,4,5,3,4,10,10.198069988872005,14.32764328224373,14.193654635473376
MS,M,17,R,LE3,T,2,1,services,teacher,reputation,other,2,3,3,yes,yes,yes,yes,no,no,no,yes,2,1,2,4,3,5,4,9.340163437423652,12.261408256649425,14.196384906918036
GP,F,22,R,GT3,A,4,0,teacher,other,home,other,2,2,0,yes,no,yes,no,yes,no,yes,yes,5,3,2,1,2,5,1,12.131565293099225,15.670832213960288,19.18826693191093
MS,F,15,R,LE3,T,1,0,other,services,home,mother,2,3,3,no,yes,no,no,no,yes,no,no,4,5,5,3,3,3,26,14.44167844061699,20.0,18.956496471490766
GP,F,18,U,LE3,A,4,4,other,other,reputation,other,1,4,0,no,no,yes,yes,no,yes,yes,yes,2,2,1,1,2,1,12,10.214550665200655,9.504923132040098,12.182114077023073
GP,M,16,U,LE3,A,0,3,services,services,course,father,1,1,3,no,yes,yes,yes,no,yes,no,no,2,1,2,4,2,4,16,12.987513066795003,4.729251561506315,9.423543189861737
MS,F,19,U,GT3,T,3,0,services,services,reputation,other,1,2,0,yes,yes,no,no,yes,no,yes,no,1,3,1,1,2,2,16,9.27675014833168,13.027198049987547,12.192624619355296
MS,M,16,R,LE3,A,3,1,health,teacher,home,father,3,1,3,no,no,yes,no,yes,no,no,no,2,2,1,3,4,2,17,8.870269772476847,15.247531178286732,11.261274938200964
MS,M,22,U,GT3,A,2,2,at_home,health,other,mother,2,2,0,no,no,yes,no,yes,no,no,yes,1,4,1,4,3,1,20,11.026791240155655,7.357992940603259,10.377166120906365
MS,M,18,U,GT3,T,3,0,at_home,teacher,other,father,4,1,3,no,yes,no,no,yes,no,yes,yes,5,2,1,5,1,1,27,11.206578647709268,14.498246665755058,13.519829007926855
GP,F,16,R,LE3,A,0,0,health,other,reputation,father,3,2,0,yes,yes,yes,yes,no,yes,yes,yes,5,3,4,1,2,3,8,14.00334468178856,10.988679082384493,14.808874305435944
MS,F,21,U,LE3,T,2,1,at_home,services,other,father,1,2,1,no,no,yes,no,no,no,no,yes,5,5,4,5,1,2,5,8.245425737353967,13.010529068749612,12.327296003242918
GP,F,16,U,GT3,T,1,3,teacher,at_home,home,mother,4,3,2,yes,no,no,yes,no,yes,no,no,1,4,5,5,4,4,27,18.475904747505215,9.242940626793175,14.261148890917823
MS,F,18,R,LE3,T,3,0,at_home,at_home,home,mother,4,1,3,yes,no,yes,no,yes,no,yes,no,5,4,4,2,3,1,19,6.623201382648421,9.058361018651091,7.890415786239321
MS,M,20,U,GT3,T,2,0,health,services,reputation,mother,2,3,0,no,yes,yes,no,no,no,no,no,3,4,2,3,2,1,2,12.684200602959573,8.686107022744535,12.649980250978675
MS,M,21,R,LE3,T,0,3,at_home,teacher,home,mother,4,3,1,no,no,no,no,no,no,no,yes,2,1,4,1,2,1,7,11.144772771282753,14.002526767445215,14.618445856497226
GP,M,16,R,GT3,A,4,1,other,health,course,other,1,1,3,no,no,no,yes,no,no,yes,yes,1,3,2,5,2,4,2,10.054976447568016,10.127034070205106,13.977401611935697
MS,F,17,R,GT3,T,4,0,services,teacher,home,mother,2,2,3,yes,yes,yes,no,yes,yes,yes,yes,5,4,2,5,1,2,0,11.47460473308197,12.80924681247576,16.0252845962759
MS,M,17,R,GT3,T,0,3,teacher,services,reputation,father,4,3,3,yes,no,yes,no,no,yes,yes,yes,3,2,1,3,4,4,19,14.016502746757046,12.088525773804186,14.613823515737105
MS,F,16,R,GT3,A,0,0,other,services,course,mother,2,1,2,yes,no,no,yes,no,yes,no,yes,2,5,5,5,3,4,26,14.482542644193629,8.4595751866146,11.822868629219627
MS,M,20,U,LE3,A,4,2,other,health,course,other,4,2,0,no,no,yes,no,yes,yes,no,yes,2,3,1,5,4,3,12,11.347308941232388,12.228249752444588,14.233930436194612
GP,F,19,U,LE3,A,2,4,health,other,other,other,3,3,0,yes,no,yes,yes,no,yes,no,no,5,2,1,5,2,1,20,12.99536409512883,12.711014897635991,12.813401188047505
MS,F,18,R,GT3,T,4,2,services,other,home,other,3,3,3,no,yes,yes,no,yes,yes,yes,no,3,1,4,5,4,2,4,8.00912293105579,15.187895021036985,15.03992594861739
GP,M,17,R,GT3,T,0,0,services,health,reputation,father,1,3,3,no,no,no,yes,no,yes,no,yes,1,4,4,2,1,3,15,11.447191580861679,16.48300986268346,17.178746575969047
GP,M,19,U,LE3,T,3,1,teacher,other,other,mother,3,2,3,no,no,yes,yes,yes,no,yes,no,5,2,2,2,5,3,20,13.18312153617734,8.94156650502698,12.317453955552722
GP,M,16,R,LE3,A,1,4,health,at_home,other,mother,3,3,1,yes,no,yes,yes,yes,yes,yes,no,2,3,4,4,5,5,23,5.150968882725391,13.064480488561918,9.389822409181612
GP,M,22,R,LE3,T,3,2,teacher,other,home,mother,3,2,3,yes,no,no,no,yes,no,no,no,2,2,4,1,3,1,15,12.242745676581363,5.34807328358641,7.178179103453552
GP,F,19,R,LE3,A,3,3,at_home,other,home,father,4,4,2,yes,no,no,yes,no,yes,yes,no,2,1,3,3,3,2,23,11.495384128103655,14.553700111562549,15.235354855883056
GP,M,21,U,LE3,T,0,1,other,other,reputation,father,4,3,0,no,no,no,yes,no,no,no,yes,5,5,2,4,4,2,11,15.80944180142924,15.29190386685777,17.75718941046741
MS,M,15,U,LE3,A,4,2,teacher,at_home,other,other,2,4,2,yes,yes,yes,no,yes,yes,yes,no,4,4,2,2,3,2,12,12.501349797674928,3.9848572698491047,11.43083834903255
GP,M,17,R,GT3,T,2,3,other,other,reputation,other,4,1,3,yes,yes,yes,yes,yes,no,yes,yes,4,3,3,2,1,1,3,13.439485114558467,10.982360642790134,14.80021035252411
GP,F,16,R,LE3,T,3,0,health,at_home,other,mother,3,3,1,no,yes,no,no,yes,yes,yes,yes,4,4,2,2,2,2,8,11.185466450688345,9.308714098554967,11.667636941531912
GP,F,22,U,LE3,T,4,3,at_home,health,other,father,4,1,3,no,no,yes,no,yes,yes,no,no,3,4,5,4,2,4,15,13.896145431363168,10.974658875235546,12.928590199617721
MS,M,18,U,GT3,A,2,2,health,teacher,other,father,1,1,3,yes,no,yes,yes,yes,yes,yes,yes,5,4,5,2,4,4,0,13.686866753701231,10.380211299332203,15.756602467641368
MS,F,22,R,LE3,A,3,2,at_home,health,home,mother,2,1,3,no,no,yes,yes,yes,yes,no,no,2,2,3,4,2,1,4,8.080175920040595,11.869120587522769,12.210511997543618
GP,M,20,R,LE3,T,2,0,at_home,teacher,other,mother,2,4,3,yes,yes,yes,no,yes,no,yes,yes,3,2,4,2,4,2,20,12.932929035042669,14.961962134877032,15.890560355856085
MS,F,21,U,LE3,T,4,3,other,health,other,other,4,2,3,no,no,no,yes,yes,yes,yes,yes,4,5,5,5,3,5,4,15.546721169575346,11.058774495305293,15.570470346708305
GP,F,16,U,LE3,T,1,3,health,teacher,other,other,3,4,0,no,yes,no,yes,yes,yes,yes,no,1,1,3,5,3,5,23,14.95137525585962,9.037668197790492,15.134485517581968
GP,F,18,U,LE3,A,4,0,health,teacher,course,other,2,4,2,yes,no,yes,yes,yes,no,no,no,3,3,5,1,1,5,24,12.082117436079626,11.407085981240774,13.995735875283083
MS,F,20,R,GT3,T,0,3,teacher,services,home,mother,1,1,1,no,no,no,yes,yes,yes,no,yes,3,2,1,2,2,4,18,12.965068110240896,11.240262158477393,12.044416507831224
GP,M,20,U,LE3,T,2,0,health,teacher,course,mother,1,3,3,no,yes,yes,no,yes,no,no,no,5,4,3,1,1,5,8,14.744724610670307,11.740216870085417,14.55883664769149
